date,adj_close
2024-08-20,0.413489362135651
2024-08-21,0.4294608652329046
2024-08-22,0.39566696693272174
2024-08-23,0.43872189853154486
2024-08-26,0.42676175712496534
2024-08-27,0.43279227384001295
2024-08-28,0.41016452629880407
2024-08-29,0.41001631032940455
2024-08-30,0.4480033074179959
2024-09-03,0.36759400786826335
2024-09-04,0.36163053340988416
2024-09-05,0.3504177159820525
2024-09-06,0.28648437964715434
2024-09-09,0.3286375271660811
2024-09-10,0.34510724624916644
2024-09-11,0.38455471288989296
2024-09-12,0.4125737752382057
2024-09-13,0.4329404898094129
2024-09-16,0.43769884684032156
2024-09-17,0.4387018515822465
2024-09-18,0.42771743792100647
2024-09-19,0.4919133564278573
2024-09-20,0.4844489898802342
2024-09-23,0.4952312908559291
2024-09-24,0.5048965495256597
2024-09-25,0.49771481209928714
2024-09-26,0.51326927292344
2024-09-27,0.5084231694095385
2024-09-30,0.5247850950603334
2024-10-01,0.48862204171934476
2024-10-02,0.48915377883351097
2024-10-03,0.4826924170278133
2024-10-04,0.517105470286642
2024-10-07,0.4800002103286487
2024-10-08,0.5171458928237511
2024-10-09,0.5446805420037815
2024-10-10,0.5366104946765491
2024-10-11,0.5601538291152033
2024-10-14,0.5903202155079916
2024-10-15,0.5603086178548646
2024-10-16,0.5786226562733643
2024-10-17,0.5779496045985733
2024-10-18,0.5935642062706203
2024-10-21,0.5863693233037242
2024-10-22,0.5844983842487506
2024-10-23,0.5483014811409146
2024-10-24,0.5566742045386954
2024-10-25,0.5555032655165855
2024-10-28,0.5658681955806668
2024-10-29,0.572194815596001
2024-10-30,0.5592385708562713
2024-10-31,0.48640110264793934
2024-11-01,0.5021165963435021
2024-11-04,0.49127382588140023
2024-11-05,0.5384344384241522
2024-11-06,0.6368886214501703
2024-11-07,0.6665433176780904
2024-11-08,0.681646557823782
2024-11-11,0.6855570274909408
2024-11-12,0.67387294243535
2024-11-13,0.6748082476435795
2024-11-14,0.6504370727904729
2024-11-15,0.597568995191033
2024-11-18,0.6130491837112295
2024-11-19,0.6287715788155674
2024-11-20,0.6288589966600471
2024-11-21,0.6501274953111502
2024-11-22,0.664012472488849
2024-11-25,0.6761477782229002
2024-11-26,0.6992063708547591
2024-11-27,0.683800454638519
2024-11-29,0.706441676358764
2024-12-02,0.7163826627409704
2024-12-03,0.7182200806676096
2024-12-04,0.742860739101443
2024-12-05,0.7352011612770499
2024-12-06,0.7454047298312081
2024-12-09,0.7202191887426852
2024-12-10,0.7081446811335534
2024-12-11,0.7413125230663158
2024-12-12,0.7191422403353163
2024-12-13,0.7190344469030259
2024-12-16,0.7345080626529605
2024-12-17,0.7187113952446667
2024-12-18,0.5986055210612924
2024-12-19,0.5951863659711911
2024-12-20,0.6381068844181637
2024-12-23,0.6671959937650702
2024-12-24,0.7115973573519887
2024-12-26,0.7099482492933453
2024-12-27,0.6650220500010353
2024-12-30,0.6220141137095831
2024-12-31,0.6049791363839971
2025-01-02,0.5961755678955667
2025-01-03,0.6459278237524804
2025-01-06,0.6680777308956682
2025-01-07,0.6234206865455723
2025-01-08,0.6296263675880924
2025-01-10,0.5682373506214722
2025-01-13,0.5744160833059198
2025-01-14,0.5789187595736509
2025-01-15,0.6509352887763051
2025-01-16,0.6424748188955314
2025-01-17,0.6824004545727917
2025-01-21,0.7177895642154728
2025-01-22,0.7427798940272257
2025-01-23,0.7645462800256468
2025-01-24,0.7527882513046129
2025-01-27,0.6929132719677598
2025-01-28,0.7302140718410368
2025-01-29,0.7111060427749316
2025-01-30,0.7325493771149945
2025-01-31,0.7119269817806093
2025-02-03,0.6809935530982894
2025-02-04,0.7101434605701153
2025-02-05,0.7260275458228898
2025-02-06,0.7408951521547018
2025-02-07,0.702141112776578
2025-02-10,0.7293658558387723
2025-02-11,0.730752381725464
2025-02-12,0.719626982142112
2025-02-13,0.7620962799106237
2025-02-14,0.7618001766103375
2025-02-18,0.7718624306038699
2025-02-19,0.7816686751957129
2025-02-20,0.763745387969267
2025-02-21,0.6934854316190342
2025-02-24,0.6733747264495178
2025-02-25,0.6545292795553652
2025-02-26,0.6550744908485675
2025-02-27,0.5914776803510651
2025-02-28,0.6540244907992716
2025-03-03,0.5835022809156003
2025-03-04,0.5353317622221487
2025-03-05,0.5787301210671418
2025-03-06,0.508658803223418
2025-03-07,0.5299811985906668
2025-03-10,0.42522734390738703
2025-03-11,0.3966292204990247
2025-03-12,0.41495640445804716
2025-03-13,0.36260658979373694
2025-03-14,0.4416362648655525
2025-03-17,0.4659873927693612
2025-03-18,0.42529471480256875
2025-03-19,0.46610175897191386
2025-03-20,0.45775598393220607
2025-03-21,0.4608990826713186
2025-03-24,0.5282108229206961
2025-03-25,0.534322184709962
2025-03-26,0.4909442014527796
2025-03-27,0.4782301632971908
2025-03-28,0.4025992677276653
2025-03-31,0.4234034001597844
2025-04-01,0.4376853726612855
2025-04-02,0.46319429404668044
